N,P,K,temperature,humidity,ph,rainfall,label
136,106,36,31.56687207860965,98.40701370043195,5.819561031601733,190.53340964902102,Cotton
14,63,19,43.537356786763496,59.43537701900118,8.220659814620301,125.089883199155,Sugarcane
89,132,48,11.408609512756454,81.72568142411663,7.338201671105775,20.58071004837229,Cotton
41,31,149,16.56074185897391,86.22230840863648,4.636460816842353,144.48858556532284,Maize
123,73,173,22.99477862052983,69.73631303325486,5.44389177016669,97.2111753160219,Wheat
62,29,58,20.902827626101274,43.230866791183274,5.655472710925483,49.23966248850352,Wheat
95,135,48,9.55326553487503,54.47715185017299,7.1340999115028225,41.11662873358901,Sugarcane
51,101,102,11.99386070519692,87.72349309127375,8.82222909722289,116.92548249081884,Cotton
95,29,9,32.497174540844455,39.78555725667145,9.467947390577152,191.2869812865225,Rice
131,130,113,39.40049132501711,93.36478634955178,8.30059144226329,253.2816254660165,Rice
28,137,31,26.69509999205602,33.8944034599224,8.894882497131583,71.28565106884108,Rice
35,13,120,27.563849567074428,78.43355677893611,6.508614134089703,138.3784172153085,Wheat
12,120,91,17.6772514625668,68.23892638342977,5.99456204558264,129.28139380156097,Wheat
70,138,108,35.52209745445315,78.44067210404933,6.013334605722989,163.0775527627299,Cotton
85,64,127,34.96245164038052,51.68068695747337,7.442646581375726,245.50813746629856,Sugarcane
27,125,83,29.27512598477445,94.12733906087648,4.2951149155571775,174.27946416918704,Rice
65,143,47,16.200717170594732,68.40286774666362,7.208762769857672,255.82406242768846,Cotton
44,112,101,12.176233994650714,38.90695045029976,7.756850305175844,164.5129537139965,Cotton
61,112,35,11.035502439827981,68.91559955488871,6.309015937319929,188.25072172994786,Sugarcane
133,135,103,29.425823119172147,38.78010953564257,9.600269931335472,141.92375638579907,Cotton
27,80,21,37.51122910616944,39.36429597382122,7.3925649432292815,249.26749999627486,Sugarcane
27,34,87,38.66989902597618,48.445592445908375,4.907996622314402,277.30111153128286,Maize
107,25,114,24.934048187152055,87.2532867856735,6.566984047574504,198.07398061967143,Sugarcane
43,38,186,36.09264121587375,57.07552783556511,7.822588397665881,248.62375560481914,Rice
83,45,194,41.75143083266762,72.38180217912878,5.5712263973150655,36.62062785194961,Rice
29,55,36,18.375919914584767,47.791635341521484,4.009706280249748,272.3709004276048,Sugarcane
74,86,172,22.649020054050347,36.79098619144974,7.233988062149664,72.77784610132836,Maize
127,62,145,41.21546894236448,96.01266177338104,9.566369079165952,91.58963492477235,Maize
91,79,39,20.570437662641513,65.92691287844647,6.6044607076043125,35.04175798193748,Rice
128,27,137,40.60289490319851,94.23962971653896,9.299098116141042,288.87085255388064,Maize
120,132,33,42.94036120645541,31.6324942883956,8.84415096557884,257.3146194126152,Cotton
26,21,74,31.831013354389977,26.788829847338334,4.4434418152574935,274.33927531854863,Wheat
120,73,157,37.22778207474505,87.54402314051855,8.032287499747653,255.98025948761216,Cotton
115,112,99,34.88418563489377,72.55460512129845,6.286979360460663,153.65335282233468,Rice
2,143,26,33.14379216502023,30.189777386037065,5.101576481682796,277.3720022574595,Maize
102,98,198,19.481201339746892,37.284126346865186,7.896405476266899,290.0042859248865,Sugarcane
136,19,177,10.786882959196442,82.81689978871917,8.253028599401098,160.06438964048934,Wheat
61,95,73,20.73820029168384,53.09654073365172,4.651336439902968,69.07637664381566,Sugarcane
50,37,93,32.00937228509595,71.665321407572,9.352445965159735,203.49464424442917,Rice
58,129,76,12.368016098327487,41.48276829705613,8.307342361289223,291.6644760662487,Maize
117,20,133,9.214745807642826,46.871406952806936,9.4736031945086,262.9184710987249,Sugarcane
95,70,176,13.661294566582265,99.1040662740001,5.529268600087622,260.0431635214061,Sugarcane
112,51,91,33.70761023909567,35.42078437087338,9.511744100755116,280.0815540774666,Wheat
61,128,100,42.653220817644254,57.60331151202925,5.8585130101656375,268.98691411177384,Wheat
51,5,79,43.01065154659575,86.56528081142862,3.845406473135307,236.23918709629092,Maize
11,91,171,25.99047439007854,34.70142941116403,8.38300408773775,220.0953291906365,Wheat
38,132,58,39.05346007453369,49.78381894784714,8.002452122165382,93.88470445316514,Sugarcane
129,71,92,34.44156066015234,66.913323327608,7.326630350485328,193.11892796353743,Sugarcane
130,8,161,26.236200247064197,55.437824581416294,6.635319964058714,165.33028342074905,Rice
112,51,58,28.732066546837018,53.5793442450762,3.705857730064841,260.07904068698986,Sugarcane
100,42,20,13.575504702267114,45.26708397430599,7.497422409728988,157.04360920228703,Maize
112,25,103,41.4306188294574,64.47559029031108,6.167741537425879,55.75081109393038,Cotton
80,61,24,21.04715602146583,67.7087402120534,7.085340177542048,21.583842665209776,Rice
112,121,50,24.3259941247095,70.18691365524677,6.247656588592872,208.85208942642953,Rice
1,50,199,32.17377603872687,20.230546847546712,9.682759249697273,173.23950413748904,Maize
129,43,197,20.419806009124077,68.27962885852259,7.366296967365422,112.30697628295617,Maize
53,141,131,17.64821880241478,95.89242622155166,8.295112515855791,67.22494935554488,Wheat
86,103,62,30.760518885803677,60.562520384756766,9.492620463814934,150.08687422500594,Rice
128,81,185,9.669446063408362,75.49838897104223,7.2862356666671335,48.10972529087944,Wheat
125,119,115,33.88123389852842,61.91195877496496,3.577200114063365,113.73899255024413,Sugarcane
129,138,133,26.688013271702538,87.45127101333257,3.719466741187471,125.73467350537706,Rice
52,95,85,29.880229822128516,93.86527120701166,7.994965978251916,149.78168277340487,Rice
67,102,198,30.789429541791602,29.987645369697994,5.286144871368214,150.06055509760108,Cotton
122,124,161,27.141345445941216,51.63890513294575,7.208030255026872,91.72467057889136,Rice
37,50,88,29.07217545493761,47.827146049934214,4.794573958980282,256.81371617983314,Sugarcane
23,42,74,32.59582939096764,48.92693606674818,5.22959280039497,119.1477577912523,Wheat
68,104,12,35.00853588185266,24.957422331228962,6.729702758067682,84.09414806478729,Wheat
115,76,33,34.11534321675699,83.92686771654765,9.743644565478926,69.12789055316726,Cotton
97,39,116,39.06265272908271,17.26516702637995,7.4441311309388265,109.9735671902783,Sugarcane
138,34,183,15.392631474225617,59.46902028221734,9.491347868883349,38.99996733264781,Wheat
96,82,165,22.759949338314556,70.92297785543003,9.640031068076464,29.358163645604414,Maize
123,88,135,41.783303097303104,31.980130841645774,4.8319039770912475,188.61107337023807,Sugarcane
69,117,192,22.601351988644275,91.83136146286678,5.491639055801245,192.5086479624896,Sugarcane
92,29,167,13.14547867632611,86.06366704202478,8.427950599799708,167.584396794236,Cotton
2,92,201,27.08549039740385,54.5718756167724,9.047289614664601,232.34396983298888,Wheat
89,18,112,12.610285844895284,49.43546350154989,6.823051162812978,31.095596472310802,Sugarcane
95,106,113,15.85929270772971,34.47387119059127,9.856646830595515,280.68131601469486,Wheat
51,87,24,43.5414927286693,76.76041935207338,3.5740620720337297,46.65662380243994,Maize
127,114,77,27.63941981618539,25.490443628459325,5.41739299574538,207.78059933973708,Cotton
38,135,171,18.68523193860693,72.49637550441221,7.488235223965312,57.324270702227224,Maize
81,23,8,43.418168419171934,86.39856371034804,6.503455429999891,265.0776820895586,Cotton
103,32,23,42.436250365718976,33.78001405608893,4.246258985144324,162.33150775680218,Sugarcane
128,75,106,24.13771862973237,88.45282842842342,5.853837347075608,43.10229246530273,Cotton
10,67,177,17.862028185819213,17.055798191965874,3.66286171708825,191.83432056443047,Rice
41,77,175,37.97630740560821,92.42587892762523,7.613574694881788,22.735297382416718,Wheat
98,128,145,33.70360095061814,24.34364292685624,9.213552275176674,236.16697225992007,Wheat
6,123,145,32.70556193812216,69.5415615492894,9.163194392214137,201.25780178361615,Rice
89,125,192,39.880358198022044,35.632067585924815,7.977084632099498,79.37346774786408,Maize
111,23,189,32.7917162587221,85.8925399232359,6.480929251186737,124.49317997180688,Rice
59,124,90,18.676168417845908,58.10414093045547,6.777002359625534,22.37260307625816,Sugarcane
112,65,56,32.946438033275484,25.790170089825168,4.376280473572242,213.25220570648636,Sugarcane
1,34,115,19.442310192671506,63.133977662636354,5.682509395962899,109.99854266895487,Wheat
128,13,185,35.22151649206343,49.15553969388145,4.7014596831889515,179.27319512707695,Sugarcane
47,68,113,30.367225336306497,70.88607788374277,8.75568130143971,286.45729884859503,Wheat
139,124,90,11.49392200906932,89.77911150422848,9.354424968562942,103.54158621331291,Rice
36,56,47,26.64667061274294,49.284648542418964,6.936308873088749,295.7832031415007,Rice
8,93,204,20.746873728011785,39.04277423605177,8.157689859282844,196.28830982590574,Rice
98,57,204,20.23425801908384,15.443943601016073,4.277374533805616,87.57327582725604,Wheat
47,82,46,29.758519322728553,63.46370554459128,7.394621716974326,141.75528484481603,Rice
130,45,94,20.016903891535986,48.67494756887386,7.997862536818214,226.26810395935303,Rice
53,72,119,35.83590243752957,46.30743806957082,6.397716028872965,144.45480170820153,Maize
119,12,30,11.263541973188872,29.877557034057013,5.056947740612471,39.265655991154034,Rice
115,6,155,31.781511183374725,51.05574308289221,9.115196931464904,67.12239896276154,Sugarcane
74,109,47,36.959979167254595,98.56667542209466,8.254615807703825,240.41816265167205,Wheat
112,129,81,32.21454280923096,39.71753096971134,9.259086603834849,200.64222697233646,Maize
103,114,160,26.10357598669585,65.59466822907419,8.73777694398607,178.7824303415328,Cotton
83,90,141,41.87068407801911,80.74492572875265,9.83839634930472,66.84919446122818,Wheat
111,124,24,19.237859444972614,78.40282544622877,4.729905492572473,253.34789704099944,Sugarcane
98,131,188,9.467042485869227,42.375956438115026,4.055185713945434,287.5739724978534,Wheat
92,20,43,23.83323012692774,66.55070915739408,5.656817864558455,31.57887923165333,Sugarcane
127,66,183,9.948815369331388,88.86738352765248,4.325626720148857,41.91626960296793,Sugarcane
109,117,16,41.99699898791903,15.523844556724779,6.848032722599836,266.41882927244336,Cotton
81,16,187,16.105147992032194,51.542434381471466,7.551384994609552,247.1681922971413,Wheat
53,39,15,36.25466043342101,33.42023194333128,7.201047137109784,192.17115896879304,Cotton
67,15,158,35.7551084944679,47.505787287180496,5.159136866497729,283.1838176608422,Cotton
32,68,46,16.376965708966086,49.85030940347821,9.316473798200299,200.10162985517448,Wheat
20,54,159,30.41868326070982,78.18970168221479,3.6355031279064223,80.30870223552078,Rice
47,73,15,10.473148103328468,22.240534464289478,5.727285464086355,222.9811586904133,Rice
127,52,42,25.628395582494587,58.12844049845614,8.10155184254759,199.90118894271086,Cotton
135,24,102,9.30972002908254,62.55149365715248,8.408345128634622,294.53275056939117,Maize
134,105,175,40.85580703029329,56.54930662438963,6.1631586843639035,79.72718343310454,Cotton
127,141,23,42.767793642145094,76.92153778747512,3.608222804840749,186.5913777897113,Cotton
32,72,196,16.535440279022765,47.090910631216815,7.455479546391919,237.3206214352516,Cotton
114,39,138,16.042090003953774,95.18367735395452,3.9038059595725807,114.53899376281294,Rice
118,69,178,35.029462144362114,55.49055502558727,4.190276967382493,125.86482797623955,Rice
21,12,120,17.61760307926084,63.153032053988156,7.661604605735616,267.3030816067717,Rice
37,49,117,39.94866425883221,84.94799156081643,5.499925287314271,132.68743499515168,Cotton
108,91,174,28.77273393707978,37.787734278297194,5.727392977332819,194.0631526825495,Maize
50,80,69,21.00706128075886,20.64481386497217,6.615565292692758,267.67497367371556,Rice
7,80,103,37.77774237295982,74.85708694566475,9.762901727099994,78.59473807410322,Wheat
26,51,76,25.97055317438615,55.594116020496045,9.678830212727746,293.4564515749302,Wheat
26,19,191,40.52482539705495,91.03041430718586,6.164070395904481,215.55366850394165,Wheat
20,109,56,41.09489543818246,98.4156801755126,5.199194990197006,158.27066747956408,Sugarcane
29,30,122,14.556621294068645,48.40367134425429,5.436589777050341,140.12519305888264,Cotton
96,56,179,8.880854533391174,49.80312369345293,5.220200308234267,285.7996725079837,Wheat
27,97,124,43.0407967169556,49.16239500903076,6.906373165707397,77.45321950150615,Cotton
110,25,11,40.33358625723628,42.01428720394037,7.3839027699259425,106.94145038023105,Wheat
60,55,15,10.729494202493681,81.19058427858026,6.628188084669863,105.85872386898745,Maize
47,42,107,37.789592385149234,79.24593684545536,6.111163918388176,100.63046295660119,Cotton
3,24,65,24.73161165306039,55.21986540617998,4.852224240447602,150.5941379835263,Wheat
34,136,72,17.811863854869138,18.027466243671622,6.588035784845525,295.488580618438,Rice
48,59,157,39.38037902395716,40.729232139670394,5.6830573683357315,267.5493571771233,Cotton
16,96,144,15.644019687182693,39.25037108974958,6.966210961909395,111.4683648638696,Sugarcane
45,32,158,41.76603997981833,83.71017699936215,7.821212259274393,137.88475320769732,Rice
116,8,106,15.95562777193707,21.705226641766174,7.553197916394308,206.51649171920468,Rice
5,80,114,30.156174932960273,83.24637998395976,6.459937346595797,24.973312737867705,Sugarcane
98,71,144,16.563404441608327,71.54903899346655,7.05873551539175,248.4487632122158,Rice
123,90,175,27.78926954090849,76.9702330474795,5.323079238148862,265.0477993499072,Rice
36,95,55,32.60233452104691,51.24067017603652,3.655137657743294,258.75885304251784,Wheat
23,109,121,15.419931992540787,72.45250071735067,7.500124506675866,124.57763587024472,Wheat
92,5,169,26.926825237983635,66.39378056138268,5.116438778481196,148.7744628994591,Cotton
45,76,50,25.12327910477614,80.10160273109355,7.781303744436957,23.647669985815245,Cotton
94,91,57,11.272102264836276,52.488174813929206,8.28085439742054,131.3517253605202,Cotton
98,10,92,37.27711205510054,54.721156053613115,9.3619375750642,148.33678466462518,Wheat
115,65,125,20.48174754237089,69.35448228880259,9.631985891069522,272.61094576095763,Cotton
66,16,17,28.79546047480541,23.462241207209477,3.567366696382089,268.996769606642,Rice
127,10,93,26.714491375673077,51.586149224821995,9.83839493986968,289.0648129356652,Wheat
17,31,129,26.66146555905139,97.49618743876535,7.87131723836263,266.52471735069184,Cotton
24,140,122,12.531339318455363,17.41823382914591,7.618554626394811,22.482257433713773,Rice
53,128,58,23.53717392187678,41.28160474964995,3.5973638092502744,198.71855520405674,Cotton
57,110,189,24.542363220388644,41.11921149595908,9.01189383607512,39.19054720757625,Maize
66,97,120,34.3307708446828,68.48787501850572,4.431145262386089,96.06298989954995,Cotton
103,113,122,38.0326553508403,23.267090802648788,8.858912985171463,181.1430132816625,Maize
23,103,8,27.765383277880623,68.0662234463184,3.5996002960557822,215.18082566281808,Cotton
113,39,79,11.820046801461668,22.344948623843784,7.634171279994632,202.3840928127276,Sugarcane
31,88,53,17.04236157675981,22.33752758375097,6.282729816126897,33.852943649825406,Cotton
85,60,11,14.539704134475041,76.60531371105293,4.784907065979745,49.03295690120633,Wheat
126,53,114,13.13660419898154,41.97838439747065,4.188392907330778,55.98571003877339,Wheat
129,50,126,21.5332955918997,97.9651466190682,6.316817257896489,45.640621055005035,Maize
16,117,15,16.782893874972494,17.401146652527057,4.2891571540571185,69.80263999585239,Wheat
103,140,96,16.39694829104063,52.34564108063209,6.613258314822705,211.80615232200697,Rice
136,47,186,10.703322475254115,23.895749858663827,7.501389175378255,251.42200699759223,Sugarcane
42,128,177,9.4149175588811,44.313177451169906,8.795258839087094,133.97290560743008,Sugarcane
38,101,27,12.376334844212407,99.74766401719565,7.8433563979703464,213.00109323900801,Rice
25,94,32,14.79247228394243,90.37380325599219,3.917278506919363,75.86452551027952,Maize
98,43,115,23.798233763917466,18.341401838907515,5.467568208306158,291.0638661995775,Rice
49,89,61,26.56610509319979,62.47102581586107,5.343063090768003,117.60431061127518,Rice
12,66,30,13.692598752433122,69.71837152345414,9.35620751021494,255.6047599968056,Sugarcane
59,110,157,23.582460285041684,32.15711727252577,9.053805084113687,283.2954615027584,Cotton
134,111,58,20.69285971294227,26.635547640075785,5.868946677442668,260.8498958681966,Sugarcane
56,58,33,15.18314279372887,91.70546324083536,3.955393637648519,38.86492742366241,Sugarcane
35,130,101,9.038058035563052,97.22756903512538,9.222286833950294,201.18048187860936,Wheat
19,13,168,25.052221754956612,99.2052178722933,9.184415698970799,53.621243638862694,Rice
64,92,18,32.660680874428934,81.88258400905818,8.97037524499664,21.776013046329226,Sugarcane
7,41,82,16.674451228204482,71.06212734803054,8.90852248150721,34.61133244935567,Rice
114,53,39,13.386877680404442,43.82908261293992,6.57362560695139,275.16432137121603,Wheat
91,45,34,39.669087506754266,28.888835366231284,4.6355625743974285,273.0253960186676,Rice
97,21,96,18.370862082575364,20.968637365686057,6.555923522959537,83.04692711473061,Sugarcane
65,92,21,16.581719168784733,73.61559305486287,6.665425732284575,172.44713607845767,Rice
31,25,199,38.62697349842507,81.45079668087101,6.635563220767109,285.9843653886073,Wheat
85,55,162,37.235327051003296,85.0270780153918,6.9481445511367435,158.433315894609,Cotton
50,63,97,24.40245717425725,92.50966078313554,5.149004947143393,129.73270734656444,Rice
62,45,177,25.825512377686554,89.60996360380862,5.843943559255136,154.688111552619,Sugarcane
124,43,83,16.377654928223965,99.87782703251854,6.278794188566206,240.11704643990606,Wheat
57,15,114,11.524898132688602,35.116285739893435,4.339175740905599,153.02636513399938,Sugarcane
57,143,183,28.755427522377005,79.61546262368645,6.414330461193604,238.18617870088343,Sugarcane
85,81,106,12.222403271339417,64.45958021052016,8.687005549245395,140.34139912187163,Rice
48,131,110,24.434754234091415,36.588707851272005,8.799581073490408,90.33317829812785,Sugarcane
69,50,51,41.52930250825277,98.349286119991,6.1340081401665945,111.05736070852213,Rice
14,49,185,41.95863674313634,91.14986757915341,6.820373197339863,41.85827020852328,Cotton
53,5,68,17.12876357184808,25.21379278566078,3.7153621256643623,158.6211724891016,Sugarcane
100,112,170,30.51914701758877,16.44176993711708,7.816368361399021,61.419270396615104,Sugarcane
7,23,68,25.297853990953445,73.1899463319104,6.089477650859924,246.05353186295616,Sugarcane
52,80,91,39.273842439996486,65.97399489300506,6.351057171733413,137.25035678786364,Maize
59,76,11,18.245794076806654,94.39939898632521,9.091505453950495,233.10014676689653,Maize
107,113,26,8.928843757768107,34.2542531096437,6.455740381187894,285.82633698400167,Wheat
4,16,85,14.457129966413245,21.43204713460039,3.6356303758582578,256.6097134051936,Maize
102,49,173,20.963393480695053,36.414754104259245,4.955941701561999,284.9923420732616,Wheat
5,94,78,19.787095316013,15.822098791832417,6.543971931572857,178.25673542812422,Maize
108,107,142,36.339429585476424,17.27600877689151,6.216136273590629,66.2097899767848,Cotton
115,12,189,32.483511181631556,92.60331396740911,9.006368878595076,280.5206940493239,Wheat
93,95,139,19.224559922598424,44.367821120410966,6.969680059559467,261.9047719030813,Maize
46,91,129,24.729484837384227,49.40633138652963,7.913668748256774,260.76613541392624,Cotton
98,88,54,12.125456817750067,15.774450793915546,6.503669101078209,213.13827314784635,Maize
54,86,56,40.0554962797395,37.38371656072725,6.313796697978656,194.1141957663859,Rice
51,72,165,41.35278389080899,83.16501680664064,6.3562346782358485,24.297659105008556,Rice
12,131,5,42.89716303125664,66.94757524343784,6.129898046040569,228.38344742722273,Cotton
113,86,185,39.025638511347154,78.7989975131058,6.946933669466902,45.67422319546483,Sugarcane
